Date,Price,Date_From,Date_To
2016-08-08,6.95,2016-12-16,2017-01-06
2016-08-08,7.56,2016-11-04,2016-12-02
2016-08-08,7.56,2016-11-11,2016-12-09
2016-08-08,7.56,2016-11-18,2016-12-16
2016-08-08,7.56,2016-11-25,2016-12-23
2016-08-08,7.56,2016-12-02,2016-12-30
2016-08-08,7.56,2016-12-09,2017-01-06
2016-08-08,7.56,2016-12-16,2017-01-13
2016-08-08,8.48,2017-01-06,2017-01-27
2016-08-08,8.48,2017-01-13,2017-02-03
2016-08-08,8.48,2017-01-20,2017-02-10
2016-08-08,8.48,2017-01-27,2017-02-17
2016-08-08,8.48,2017-02-03,2017-02-24
2016-08-08,8.48,2017-02-10,2017-03-03
2016-08-08,8.48,2017-02-17,2017-03-10
2016-08-08,8.48,2017-02-24,2017-03-17
2016-08-08,8.48,2017-03-03,2017-03-24
2016-08-08,8.48,2017-03-17,2017-04-07
2016-08-08,8.48,2017-03-24,2017-04-14
2016-08-08,8.48,2017-03-31,2017-04-21
2016-08-08,9.22,2017-01-06,2017-02-03
2016-08-08,9.22,2017-01-13,2017-02-10
2016-08-08,9.22,2017-01-20,2017-02-17
2016-08-08,9.22,2017-01-27,2017-02-24
2016-08-08,9.22,2017-02-03,2017-03-03
2016-08-08,9.22,2017-02-10,2017-03-10
2016-08-08,9.22,2017-02-17,2017-03-17
2016-08-08,9.22,2017-02-24,2017-03-24
2016-08-08,9.22,2017-03-03,2017-03-31
2016-08-08,9.22,2017-03-10,2017-04-07
2016-08-08,9.22,2017-03-17,2017-04-14
2016-08-08,9.22,2017-03-24,2017-04-21
2016-08-08,9.22,2017-03-31,2017-04-28
2016-08-08,15.11,2016-12-23,2017-01-13
2016-08-08,15.11,2016-12-30,2017-01-20
2016-08-08,16.43,2016-12-23,2017-01-20
2016-08-08,16.43,2016-12-30,2017-01-27
2016-08-08,19.27,2017-04-07,2017-04-28
2016-08-08,19.27,2017-04-14,2017-05-05
2016-08-08,20.95,2017-04-07,2017-05-05
2016-08-08,20.95,2017-04-14,2017-05-12
2016-08-08,29.32,2016-08-12,2016-09-02
2016-08-08,44.62,2016-08-12,2016-09-09
2016-08-08,3.48,2016-09-02,2016-09-23
2016-08-08,3.48,2016-09-09,2016-09-30
2016-08-08,3.48,2016-09-16,2016-10-07
2016-08-08,3.48,2016-09-23,2016-10-14
2016-08-08,3.48,2016-09-30,2016-10-21
2016-08-08,3.78,2016-09-02,2016-09-30
2016-08-08,3.78,2016-09-09,2016-10-07
2016-08-08,3.78,2016-09-16,2016-10-14
2016-08-08,3.78,2016-09-23,2016-10-21
2016-08-08,3.78,2016-09-30,2016-10-28
2016-08-08,3.83,2016-08-19,2016-09-09
2016-08-08,3.83,2016-08-19,2016-09-16
2016-08-08,3.83,2016-08-26,2016-09-16
2016-08-08,3.83,2016-08-26,2016-09-23
2016-08-08,5.79,2016-10-07,2016-10-28
2016-08-08,5.79,2016-10-07,2016-11-04
2016-08-08,5.79,2016-10-14,2016-11-04
2016-08-08,5.79,2016-10-14,2016-11-11
2016-08-08,5.79,2016-10-21,2016-11-11
2016-08-08,5.79,2016-10-21,2016-11-18
2016-08-08,5.79,2016-10-28,2016-11-18
2016-08-08,5.79,2016-10-28,2016-11-25
2016-08-08,6.95,2016-11-04,2016-11-25
2016-08-08,6.95,2016-11-11,2016-12-02
2016-08-08,6.95,2016-11-18,2016-12-09
2016-08-08,6.95,2016-11-25,2016-12-16
2016-08-08,6.95,2016-12-02,2016-12-23
2016-08-08,6.95,2016-12-09,2016-12-30
2016-08-08,6.95,2016-12-16,2017-01-06
2016-08-08,7.56,2016-11-04,2016-12-02
2016-08-08,7.56,2016-11-11,2016-12-09
2016-08-08,7.56,2016-11-18,2016-12-16
2016-08-08,7.56,2016-11-25,2016-12-23
2016-08-08,7.56,2016-12-02,2016-12-30
2016-08-08,7.56,2016-12-09,2017-01-06
2016-08-08,7.56,2016-12-16,2017-01-13
2016-08-08,8.48,2017-01-06,2017-01-27
2016-08-08,8.48,2017-01-13,2017-02-03
2016-08-08,8.48,2017-01-20,2017-02-10
2016-08-08,8.48,2017-01-27,2017-02-17
2016-08-08,8.48,2017-02-03,2017-02-24
2016-08-08,8.48,2017-02-10,2017-03-03
2016-08-08,8.48,2017-02-17,2017-03-10
2016-08-08,8.48,2017-02-24,2017-03-17
2016-08-08,8.48,2017-03-03,2017-03-24
2016-08-08,8.48,2017-03-10,2017-03-31
2016-08-08,8.48,2017-03-17,2017-04-07
2016-08-08,8.48,2017-03-24,2017-04-14
2016-08-08,8.48,2017-03-31,2017-04-21
2016-08-08,9.22,2017-01-06,2017-02-03
2016-08-08,9.22,2017-01-13,2017-02-10
2016-08-08,9.22,2017-01-20,2017-02-17
2016-08-08,9.22,2017-01-27,2017-02-24
2016-08-08,9.22,2017-02-03,2017-03-03
2016-08-08,9.22,2017-02-10,2017-03-10
2016-08-08,9.22,2017-02-17,2017-03-17
2016-08-08,9.22,2017-02-24,2017-03-24
2016-08-08,9.22,2017-03-03,2017-03-31
2016-08-08,9.22,2017-03-10,2017-04-07
2016-08-08,9.22,2017-03-17,2017-04-14
2016-08-08,9.22,2017-03-24,2017-04-21
2016-08-08,9.22,2017-03-31,2017-04-28
2016-08-08,15.11,2016-12-23,2017-01-13
2016-08-08,15.11,2016-12-30,2017-01-20
2016-08-08,16.43,2016-12-23,2017-01-20
2016-08-08,16.43,2016-12-30,2017-01-27
2016-08-08,19.27,2017-04-07,2017-04-28
2016-08-08,19.27,2017-04-14,2017-05-05
2016-08-08,20.95,2017-04-07,2017-05-05
2016-08-08,20.95,2017-04-14,2017-05-12
2016-08-08,29.32,2016-08-12,2016-09-02
2016-08-08,44.62,2016-08-12,2016-09-09
2016-08-09,3.48,2016-09-02,2016-09-23
2016-08-09,3.48,2016-09-09,2016-09-30
2016-08-09,3.48,2016-09-16,2016-10-07
2016-08-09,3.48,2016-09-23,2016-10-14
2016-08-09,3.48,2016-09-30,2016-10-21
2016-08-09,5.79,2016-10-07,2016-10-28
2016-08-09,5.79,2016-10-07,2016-11-04
2016-08-09,5.79,2016-10-14,2016-11-04
2016-08-09,5.79,2016-10-14,2016-11-11
2016-08-09,5.79,2016-10-21,2016-11-11
2016-08-09,5.79,2016-10-21,2016-11-18
2016-08-09,5.79,2016-10-28,2016-11-18
2016-08-09,5.79,2016-10-28,2016-11-25
2016-08-09,6.95,2016-11-04,2016-11-25
2016-08-09,6.95,2016-11-11,2016-12-02
2016-08-09,6.95,2016-11-18,2016-12-09
2016-08-09,6.95,2016-11-25,2016-12-16
2016-08-09,6.95,2016-12-02,2016-12-23
2016-08-09,6.95,2016-12-09,2016-12-30
2016-08-09,6.95,2016-12-16,2017-01-06
2016-08-09,7.56,2016-11-04,2016-12-02
2016-08-09,7.56,2016-11-11,2016-12-09
2016-08-09,7.56,2016-11-18,2016-12-16
2016-08-09,7.56,2016-11-25,2016-12-23
2016-08-09,7.56,2016-12-02,2016-12-30
2016-08-09,7.56,2016-12-09,2017-01-06
2016-08-09,7.56,2016-12-16,2017-01-13
2016-08-09,8.48,2017-01-06,2017-01-27
2016-08-09,8.48,2017-01-13,2017-02-03
2016-08-09,8.48,2017-01-20,2017-02-10
2016-08-09,8.48,2017-01-27,2017-02-17
2016-08-09,8.48,2017-02-03,2017-02-24
2016-08-09,8.48,2017-02-10,2017-03-03
2016-08-09,8.48,2017-02-17,2017-03-10
2016-08-09,8.48,2017-02-24,2017-03-17
2016-08-09,8.48,2017-03-03,2017-03-24
2016-08-09,8.48,2017-03-10,2017-03-31
2016-08-09,8.48,2017-03-17,2017-04-07
2016-08-09,8.48,2017-03-24,2017-04-14
2016-08-09,8.48,2017-03-31,2017-04-21
2016-08-09,9.22,2017-01-06,2017-02-03
2016-08-09,9.22,2017-01-13,2017-02-10
2016-08-09,9.22,2017-01-20,2017-02-17
2016-08-09,9.22,2017-01-27,2017-02-24
2016-08-09,9.22,2017-02-03,2017-03-03
2016-08-09,9.22,2017-02-10,2017-03-10
2016-08-09,9.22,2017-02-17,2017-03-17
2016-08-09,9.22,2017-02-24,2017-03-24
2016-08-09,9.22,2017-03-03,2017-03-31
2016-08-09,9.22,2017-03-10,2017-04-07
2016-08-09,9.22,2017-03-17,2017-04-14
2016-08-09,9.22,2017-03-24,2017-04-21
2016-08-09,9.22,2017-03-31,2017-04-28
2016-08-09,11.50,2016-08-19,2016-09-09
2016-08-09,11.50,2016-08-19,2016-09-16
2016-08-09,11.50,2016-08-26,2016-09-16
2016-08-09,11.50,2016-08-26,2016-09-23
2016-08-09,13.23,2016-09-02,2016-09-30
2016-08-09,13.23,2016-09-09,2016-10-07
2016-08-09,13.23,2016-09-16,2016-10-14
2016-08-09,13.23,2016-09-23,2016-10-21
2016-08-09,13.23,2016-09-30,2016-10-28
2016-08-09,15.11,2016-12-23,2017-01-13
2016-08-09,15.11,2016-12-30,2017-01-20
2016-08-09,16.43,2016-12-23,2017-01-20
2016-08-09,16.43,2016-12-30,2017-01-27
2016-08-09,19.27,2017-04-07,2017-04-28
2016-08-09,19.27,2017-04-14,2017-05-05
2016-08-09,20.95,2017-04-07,2017-05-05
2016-08-09,20.95,2017-04-14,2017-05-12
2016-08-09,29.32,2016-08-12,2016-09-02
2016-08-09,44.62,2016-08-12,2016-09-09
2016-08-10,3.48,2016-09-02,2016-09-23
2016-08-10,3.48,2016-09-09,2016-09-30
2016-08-10,3.48,2016-09-16,2016-10-07
2016-08-10,3.48,2016-09-23,2016-10-14
2016-08-10,3.48,2016-09-30,2016-10-21
2016-08-10,5.79,2016-10-07,2016-10-28
2016-08-10,5.79,2016-10-07,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-04
2016-08-10,5.79,2016-10-21,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-25
2016-08-10,6.95,2016-11-04,2016-11-25
2016-08-10,6.95,2016-11-11,2016-12-02
2016-08-10,6.95,2016-11-18,2016-12-09
2016-08-10,6.95,2016-11-25,2016-12-16
2016-08-10,6.95,2016-12-02,2016-12-23
2016-08-10,6.95,2016-12-09,2016-12-30
2016-08-10,6.95,2016-12-16,2017-01-06
2016-08-10,7.56,2016-11-04,2016-12-02
2016-08-10,7.56,2016-11-11,2016-12-09
2016-08-10,7.56,2016-11-18,2016-12-16
2016-08-10,7.56,2016-11-25,2016-12-23
2016-08-10,7.56,2016-12-02,2016-12-30
2016-08-10,7.56,2016-12-09,2017-01-06
2016-08-10,7.56,2016-12-16,2017-01-13
2016-08-10,8.48,2017-01-06,2017-01-27
2016-08-10,8.48,2017-01-13,2017-02-03
2016-08-10,8.48,2017-01-20,2017-02-10
2016-08-10,8.48,2017-01-27,2017-02-17
2016-08-10,8.48,2017-02-03,2017-02-24
2016-08-10,8.48,2017-02-10,2017-03-03
2016-08-10,8.48,2017-02-17,2017-03-10
2016-08-10,8.48,2017-02-24,2017-03-17
2016-08-10,8.48,2017-03-03,2017-03-24
2016-08-10,8.48,2017-03-10,2017-03-31
2016-08-10,8.48,2017-03-17,2017-04-07
2016-08-10,8.48,2017-03-24,2017-04-14
2016-08-10,8.48,2017-03-31,2017-04-21
2016-08-10,9.22,2017-01-06,2017-02-03
2016-08-10,9.22,2017-01-13,2017-02-10
2016-08-10,9.22,2017-01-20,2017-02-17
2016-08-10,9.22,2017-01-27,2017-02-24
2016-08-10,9.22,2017-02-03,2017-03-03
2016-08-10,9.22,2017-02-10,2017-03-10
2016-08-10,9.22,2017-02-17,2017-03-17
2016-08-10,9.22,2017-02-24,2017-03-24
2016-08-10,9.22,2017-03-03,2017-03-31
2016-08-10,9.22,2017-03-10,2017-04-07
2016-08-10,9.22,2017-03-17,2017-04-14
2016-08-10,9.22,2017-03-24,2017-04-21
2016-08-10,9.22,2017-03-31,2017-04-28
2016-08-10,11.50,2016-08-19,2016-09-09
2016-08-10,11.50,2016-08-19,2016-09-16
2016-08-10,11.50,2016-08-26,2016-09-16
2016-08-10,11.50,2016-08-26,2016-09-23
2016-08-10,13.23,2016-09-02,2016-09-30
2016-08-10,13.23,2016-09-09,2016-10-07
2016-08-10,13.23,2016-09-16,2016-10-14
2016-08-10,13.23,2016-09-23,2016-10-21
2016-08-10,13.23,2016-09-30,2016-10-28
2016-08-10,15.11,2016-12-23,2017-01-13
2016-08-10,15.11,2016-12-30,2017-01-20
2016-08-10,16.43,2016-12-23,2017-01-20
2016-08-10,16.43,2016-12-30,2017-01-27
2016-08-10,19.27,2017-04-07,2017-04-28
2016-08-10,19.27,2017-04-14,2017-05-05
2016-08-10,20.95,2017-04-07,2017-05-05
2016-08-10,20.95,2017-04-14,2017-05-12
2016-08-10,29.32,2016-08-12,2016-09-02
2016-08-10,44.62,2016-08-12,2016-09-09
2016-08-10,3.48,2016-09-02,2016-09-23
2016-08-10,3.48,2016-09-09,2016-09-30
2016-08-10,3.48,2016-09-16,2016-10-07
2016-08-10,3.48,2016-09-23,2016-10-14
2016-08-10,3.48,2016-09-30,2016-10-21
2016-08-10,5.79,2016-10-07,2016-10-28
2016-08-10,5.79,2016-10-07,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-25
2016-08-10,6.95,2016-11-04,2016-11-25
2016-08-10,6.95,2016-11-11,2016-12-02
2016-08-10,6.95,2016-11-18,2016-12-09
2016-08-10,6.95,2016-11-25,2016-12-16
2016-08-10,6.95,2016-12-02,2016-12-23
2016-08-10,6.95,2016-12-09,2016-12-30
2016-08-10,6.95,2016-12-16,2017-01-06
2016-08-10,7.56,2016-11-04,2016-12-02
2016-08-10,7.56,2016-11-11,2016-12-09
2016-08-10,7.56,2016-11-18,2016-12-16
2016-08-10,7.56,2016-11-25,2016-12-23
2016-08-10,7.56,2016-12-02,2016-12-30
2016-08-10,7.56,2016-12-09,2017-01-06
2016-08-10,7.56,2016-12-16,2017-01-13
2016-08-10,8.48,2017-01-06,2017-01-27
2016-08-10,8.48,2017-01-13,2017-02-03
2016-08-10,8.48,2017-01-20,2017-02-10
2016-08-10,8.48,2017-01-27,2017-02-17
2016-08-10,8.48,2017-02-03,2017-02-24
2016-08-10,8.48,2017-02-10,2017-03-03
2016-08-10,8.48,2017-02-17,2017-03-10
2016-08-10,8.48,2017-02-24,2017-03-17
2016-08-10,8.48,2017-03-03,2017-03-24
2016-08-10,8.48,2017-03-10,2017-03-31
2016-08-10,8.48,2017-03-17,2017-04-07
2016-08-10,8.48,2017-03-24,2017-04-14
2016-08-10,8.48,2017-03-31,2017-04-21
2016-08-10,9.22,2017-01-06,2017-02-03
2016-08-10,9.22,2017-01-13,2017-02-10
2016-08-10,9.22,2017-01-20,2017-02-17
2016-08-10,9.22,2017-01-27,2017-02-24
2016-08-10,9.22,2017-02-03,2017-03-03
2016-08-10,9.22,2017-02-10,2017-03-10
2016-08-10,9.22,2017-02-17,2017-03-17
2016-08-10,9.22,2017-02-24,2017-03-24
2016-08-10,9.22,2017-03-03,2017-03-31
2016-08-10,9.22,2017-03-10,2017-04-07
2016-08-10,9.22,2017-03-17,2017-04-14
2016-08-10,9.22,2017-03-24,2017-04-21
2016-08-10,9.22,2017-03-31,2017-04-28
2016-08-10,11.50,2016-08-19,2016-09-09
2016-08-10,11.50,2016-08-19,2016-09-16
2016-08-10,11.50,2016-08-26,2016-09-16
2016-08-10,11.50,2016-08-26,2016-09-23
2016-08-10,13.23,2016-09-02,2016-09-30
2016-08-10,13.23,2016-09-09,2016-10-07
2016-08-10,13.23,2016-09-16,2016-10-14
2016-08-10,13.23,2016-09-23,2016-10-21
2016-08-10,13.23,2016-09-30,2016-10-28
2016-08-10,15.11,2016-12-23,2017-01-13
2016-08-10,15.11,2016-12-30,2017-01-20
2016-08-10,16.43,2016-12-23,2017-01-20
2016-08-10,16.43,2016-12-30,2017-01-27
2016-08-10,19.27,2017-04-07,2017-04-28
2016-08-10,19.27,2017-04-14,2017-05-05
2016-08-10,20.95,2017-04-07,2017-05-05
2016-08-10,20.95,2017-04-14,2017-05-12
2016-08-10,29.32,2016-08-12,2016-09-02
2016-08-10,44.62,2016-08-12,2016-09-09
2016-08-10,3.48,2016-09-02,2016-09-23
2016-08-10,3.48,2016-09-09,2016-09-30
2016-08-10,3.48,2016-09-16,2016-10-07
2016-08-10,3.48,2016-09-23,2016-10-14
2016-08-10,3.48,2016-09-30,2016-10-21
2016-08-10,5.79,2016-10-07,2016-10-28
2016-08-10,5.79,2016-10-07,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-25
2016-08-10,6.95,2016-11-04,2016-11-25
2016-08-10,6.95,2016-11-11,2016-12-02
2016-08-10,6.95,2016-11-18,2016-12-09
2016-08-10,6.95,2016-11-25,2016-12-16
2016-08-10,6.95,2016-12-02,2016-12-23
2016-08-10,6.95,2016-12-09,2016-12-30
2016-08-10,6.95,2016-12-16,2017-01-06
2016-08-10,7.56,2016-11-04,2016-12-02
2016-08-10,7.56,2016-11-11,2016-12-09
2016-08-10,7.56,2016-11-18,2016-12-16
2016-08-10,7.56,2016-11-25,2016-12-23
2016-08-10,7.56,2016-12-02,2016-12-30
2016-08-10,7.56,2016-12-09,2017-01-06
2016-08-10,7.56,2016-12-16,2017-01-13
2016-08-10,8.48,2017-01-06,2017-01-27
2016-08-10,8.48,2017-01-13,2017-02-03
2016-08-10,8.48,2017-01-20,2017-02-10
2016-08-10,8.48,2017-01-27,2017-02-17
2016-08-10,8.48,2017-02-03,2017-02-24
2016-08-10,8.48,2017-02-10,2017-03-03
2016-08-10,8.48,2017-02-17,2017-03-10
2016-08-10,8.48,2017-02-24,2017-03-17
2016-08-10,8.48,2017-03-03,2017-03-24
2016-08-10,8.48,2017-03-10,2017-03-31
2016-08-10,8.48,2017-03-17,2017-04-07
2016-08-10,8.48,2017-03-24,2017-04-14
2016-08-10,8.48,2017-03-31,2017-04-21
2016-08-10,9.22,2017-01-06,2017-02-03
2016-08-10,9.22,2017-01-13,2017-02-10
2016-08-10,9.22,2017-01-20,2017-02-17
2016-08-10,9.22,2017-01-27,2017-02-24
2016-08-10,9.22,2017-02-03,2017-03-03
2016-08-10,9.22,2017-02-10,2017-03-10
2016-08-10,9.22,2017-02-17,2017-03-17
2016-08-10,9.22,2017-02-24,2017-03-24
2016-08-10,9.22,2017-03-03,2017-03-31
2016-08-10,9.22,2017-03-17,2017-04-14
2016-08-10,9.22,2017-03-24,2017-04-21
2016-08-10,9.22,2017-03-31,2017-04-28
2016-08-10,9.78,2016-08-26,2016-09-16
2016-08-10,9.78,2016-08-26,2016-09-23
2016-08-10,13.23,2016-09-02,2016-09-30
2016-08-10,13.23,2016-09-09,2016-10-07
2016-08-10,13.23,2016-09-16,2016-10-14
2016-08-10,13.23,2016-09-23,2016-10-21
2016-08-10,13.23,2016-09-30,2016-10-28
2016-08-10,15.11,2016-12-23,2017-01-13
2016-08-10,15.11,2016-12-30,2017-01-20
2016-08-10,16.43,2016-12-23,2017-01-20
2016-08-10,16.43,2016-12-30,2017-01-27
2016-08-10,17.25,2016-08-19,2016-09-09
2016-08-10,17.25,2016-08-19,2016-09-16
2016-08-10,19.27,2017-04-07,2017-04-28
2016-08-10,19.27,2017-04-14,2017-05-05
2016-08-10,20.95,2017-04-07,2017-05-05
2016-08-10,20.95,2017-04-14,2017-05-12
2016-08-10,40.81,2016-08-12,2016-09-02
2016-08-10,62.10,2016-08-12,2016-09-09
2016-08-10,3.48,2016-09-02,2016-09-23
2016-08-10,3.48,2016-09-09,2016-09-30
2016-08-10,3.48,2016-09-16,2016-10-07
2016-08-10,3.48,2016-09-23,2016-10-14
2016-08-10,3.48,2016-09-30,2016-10-21
2016-08-10,5.79,2016-10-07,2016-10-28
2016-08-10,5.79,2016-10-07,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-04
2016-08-10,5.79,2016-10-14,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-11
2016-08-10,5.79,2016-10-21,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-18
2016-08-10,5.79,2016-10-28,2016-11-25
2016-08-10,6.95,2016-11-04,2016-11-25
2016-08-10,6.95,2016-11-11,2016-12-02
2016-08-10,6.95,2016-11-18,2016-12-09
2016-08-10,6.95,2016-11-25,2016-12-16
2016-08-10,6.95,2016-12-02,2016-12-23
2016-08-10,6.95,2016-12-09,2016-12-30
2016-08-10,6.95,2016-12-16,2017-01-06
2016-08-10,7.56,2016-11-04,2016-12-02
2016-08-10,7.56,2016-11-11,2016-12-09
2016-08-10,7.56,2016-11-18,2016-12-16
2016-08-10,7.56,2016-11-25,2016-12-23
2016-08-10,7.56,2016-12-02,2016-12-30
2016-08-10,7.56,2016-12-09,2017-01-06
2016-08-10,7.56,2016-12-16,2017-01-13
2016-08-10,8.48,2017-01-06,2017-01-27
2016-08-10,8.48,2017-01-13,2017-02-03
2016-08-10,8.48,2017-01-20,2017-02-10
2016-08-10,8.48,2017-01-27,2017-02-17
2016-08-10,8.48,2017-02-03,2017-02-24
2016-08-10,8.48,2017-02-10,2017-03-03
2016-08-10,8.48,2017-02-17,2017-03-10
2016-08-10,8.48,2017-02-24,2017-03-17
2016-08-10,8.48,2017-03-03,2017-03-24
2016-08-10,8.48,2017-03-10,2017-03-31
2016-08-10,8.48,2017-03-17,2017-04-07
2016-08-10,8.48,2017-03-24,2017-04-14
2016-08-10,8.48,2017-03-31,2017-04-21
2016-08-10,9.22,2017-01-06,2017-02-03
2016-08-10,9.22,2017-01-13,2017-02-10
2016-08-10,9.22,2017-01-20,2017-02-17
2016-08-10,9.22,2017-01-27,2017-02-24
2016-08-10,9.22,2017-02-03,2017-03-03
2016-08-10,9.22,2017-02-10,2017-03-10
2016-08-10,9.22,2017-02-17,2017-03-17
2016-08-10,9.22,2017-02-24,2017-03-24
2016-08-10,9.22,2017-03-03,2017-03-31
2016-08-10,9.22,2017-03-10,2017-04-07
2016-08-10,9.22,2017-03-17,2017-04-14
2016-08-10,9.22,2017-03-24,2017-04-21
2016-08-10,9.22,2017-03-31,2017-04-28
2016-08-10,9.78,2016-08-26,2016-09-16
2016-08-10,9.78,2016-08-26,2016-09-23
2016-08-10,13.23,2016-09-02,2016-09-30
2016-08-10,13.23,2016-09-09,2016-10-07
2016-08-10,13.23,2016-09-16,2016-10-14
2016-08-10,13.23,2016-09-23,2016-10-21
2016-08-10,13.23,2016-09-30,2016-10-28
2016-08-10,15.11,2016-12-23,2017-01-13
2016-08-10,15.11,2016-12-30,2017-01-20
2016-08-10,16.43,2016-12-23,2017-01-20
2016-08-10,16.43,2016-12-30,2017-01-27
2016-08-10,17.25,2016-08-19,2016-09-09
2016-08-10,17.25,2016-08-19,2016-09-16
2016-08-10,19.27,2017-04-07,2017-04-28
2016-08-10,19.27,2017-04-14,2017-05-05
2016-08-10,20.95,2017-04-07,2017-05-05
2016-08-10,20.95,2017-04-14,2017-05-12
2016-08-10,40.81,2016-08-12,2016-09-02
2016-08-10,62.10,2016-08-12,2016-09-09
2016-08-13,3.48,2016-09-02,2016-09-23
2016-08-13,3.48,2016-09-09,2016-09-30
2016-08-13,3.48,2016-09-16,2016-10-07
2016-08-13,3.48,2016-09-23,2016-10-14
2016-08-13,3.48,2016-09-30,2016-10-21
2016-08-13,5.79,2016-10-07,2016-10-28
2016-08-13,5.79,2016-10-07,2016-11-04
2016-08-13,5.79,2016-10-14,2016-11-04
2016-08-13,5.79,2016-10-14,2016-11-11
2016-08-13,5.79,2016-10-21,2016-11-11
2016-08-13,5.79,2016-10-21,2016-11-18
2016-08-13,5.79,2016-10-28,2016-11-18
2016-08-13,5.79,2016-10-28,2016-11-25
2016-08-13,6.95,2016-11-04,2016-11-25
2016-08-13,6.95,2016-11-11,2016-12-02
2016-08-13,6.95,2016-11-18,2016-12-09
2016-08-13,6.95,2016-11-25,2016-12-16
2016-08-13,6.95,2016-12-02,2016-12-23
2016-08-13,6.95,2016-12-09,2016-12-30
2016-08-13,6.95,2016-12-16,2017-01-06
2016-08-13,7.56,2016-11-04,2016-12-02
2016-08-13,7.56,2016-11-11,2016-12-09
2016-08-13,7.56,2016-11-18,2016-12-16
2016-08-13,7.56,2016-11-25,2016-12-23
2016-08-13,7.56,2016-12-02,2016-12-30
2016-08-13,7.56,2016-12-09,2017-01-06
2016-08-13,7.56,2016-12-16,2017-01-13
2016-08-13,8.48,2017-01-06,2017-01-27
2016-08-13,8.48,2017-01-13,2017-02-03
2016-08-13,8.48,2017-01-20,2017-02-10
2016-08-13,8.48,2017-01-27,2017-02-17
2016-08-13,8.48,2017-02-03,2017-02-24
2016-08-13,8.48,2017-02-10,2017-03-03
2016-08-13,8.48,2017-02-17,2017-03-10
2016-08-13,8.48,2017-02-24,2017-03-17
2016-08-13,8.48,2017-03-03,2017-03-24
2016-08-13,8.48,2017-03-10,2017-03-31
2016-08-13,8.48,2017-03-17,2017-04-07
2016-08-13,8.48,2017-03-24,2017-04-14
2016-08-13,8.48,2017-03-31,2017-04-21
2016-08-13,9.22,2017-01-06,2017-02-03
2016-08-13,9.22,2017-01-13,2017-02-10
2016-08-13,9.22,2017-01-20,2017-02-17
2016-08-13,9.22,2017-01-27,2017-02-24
2016-08-13,9.22,2017-02-03,2017-03-03
2016-08-13,9.22,2017-02-10,2017-03-10
2016-08-13,9.22,2017-02-17,2017-03-17
2016-08-13,9.22,2017-02-24,2017-03-24
2016-08-13,9.22,2017-03-03,2017-03-31
2016-08-13,9.22,2017-03-10,2017-04-07
2016-08-13,9.22,2017-03-17,2017-04-14
2016-08-13,9.22,2017-03-24,2017-04-21
2016-08-13,9.22,2017-03-31,2017-04-28
2016-08-13,9.78,2016-08-26,2016-09-16
2016-08-13,9.78,2016-08-26,2016-09-23
2016-08-13,13.23,2016-09-02,2016-09-30
2016-08-13,13.23,2016-09-09,2016-10-07
2016-08-13,13.23,2016-09-16,2016-10-14
2016-08-13,13.23,2016-09-23,2016-10-21
2016-08-13,13.23,2016-09-30,2016-10-28
2016-08-13,15.11,2016-12-23,2017-01-13
2016-08-13,15.11,2016-12-30,2017-01-20
2016-08-13,16.43,2016-12-23,2017-01-20
2016-08-13,16.43,2016-12-30,2017-01-27
2016-08-13,17.25,2016-08-19,2016-09-09
2016-08-13,17.25,2016-08-19,2016-09-16
2016-08-13,19.27,2017-04-07,2017-04-28
2016-08-13,19.27,2017-04-14,2017-05-05
2016-08-13,20.95,2017-04-07,2017-05-05
2016-08-13,20.95,2017-04-14,2017-05-12
2016-08-13,3.48,2016-09-02,2016-09-23
2016-08-13,3.48,2016-09-09,2016-09-30
2016-08-13,3.48,2016-09-16,2016-10-07
2016-08-13,3.48,2016-09-23,2016-10-14
2016-08-13,3.48,2016-09-30,2016-10-21
2016-08-13,5.79,2016-10-07,2016-10-28
2016-08-13,5.79,2016-10-07,2016-11-04
2016-08-13,5.79,2016-10-14,2016-11-04
2016-08-13,5.79,2016-10-14,2016-11-11
2016-08-13,5.79,2016-10-21,2016-11-11
2016-08-13,5.79,2016-10-21,2016-11-18
2016-08-13,5.79,2016-10-28,2016-11-18
2016-08-13,5.79,2016-10-28,2016-11-25
2016-08-13,6.95,2016-11-04,2016-11-25
2016-08-13,6.95,2016-11-11,2016-12-02
2016-08-13,6.95,2016-11-18,2016-12-09
